listing_id,availability_rate,available_days,unavailable_days,total_days,min_nights,max_nights,changes
25967724,0.8191780821917808,299,66,365,5.663013698630137,1125.0,24
25989354,0.39452054794520547,144,221,365,2.0,4.0,5
25993128,0.0,0,365,365,3.3972602739726026,1125.0,1
25993140,0.7780821917808219,284,81,365,4.758904109589041,1125.0,32
25993302,0.0,0,365,365,4.515068493150685,1125.0,1
26027311,0.0,0,365,365,1.0,1125.0,1
26089261,0.0,0,365,365,1.0,10.0,1
26102421,0.5808219178082191,212,153,365,1.8657534246575342,1125.0,74
26162631,0.0,0,365,365,3.0,1125.0,1
26284104,0.0,0,365,365,1.0,45.0,1
26383914,0.16712328767123288,61,304,365,3.0136986301369864,1125.0,9
26386571,0.03561643835616438,13,352,365,7.0,10.0,3
26635769,0.19726027397260273,72,293,365,1.1178082191780823,14.0,8
26703717,0.6,219,146,365,2.0,1125.0,15
26787293,0.06575342465753424,24,341,365,3.7013698630136984,60.0,7
26875338,0.0,0,365,365,1.0,100.0,1
26923669,0.473972602739726,173,192,365,2.0,1125.0,3
26956159,0.0,0,365,365,2.1424657534246574,1125.0,1
26974173,0.7589041095890411,277,88,365,2.8438356164383563,1125.0,32
26974850,0.9260273972602739,338,27,365,25.10958904109589,1125.0,6
27004486,0.6356164383561644,232,133,365,2.0,1125.0,23
27017815,0.936986301369863,342,23,365,1.0,1125.0,6
27021221,0.0,0,365,365,2.0,15.0,1
27043484,0.0,0,365,365,2.0,14.0,1
27071310,0.37534246575342467,137,228,365,1.0,1125.0,3
27123784,0.9643835616438357,352,13,365,1.0,1125.0,10
27213583,0.0,0,365,365,2.0,1125.0,1
27247059,0.0,0,365,365,2.0,13.0,1
27564448,0.6712328767123288,245,120,365,2.0,1125.0,9
27576084,0.9863013698630136,360,5,365,1.9698630136986301,1125.0,6
27576492,0.9835616438356164,359,6,365,1.9698630136986301,1125.0,6
27576748,0.9780821917808219,357,8,365,1.9698630136986301,1125.0,5
27587231,0.9835616438356164,359,6,365,1.9698630136986301,1125.0,7
27622534,0.0,0,365,365,2.9452054794520546,30.0,1
27778328,0.0027397260273972603,1,364,365,3.0,60.0,3
27830397,0.0547945205479452,20,345,365,2.0,1125.0,7
27830423,0.043835616438356165,16,349,365,1.0,4.0,3
27849133,0.6958904109589041,254,111,365,3.0,265.0,12
27997624,0.6876712328767123,251,114,365,1.3205479452054794,365.0,2
28007880,0.6684931506849315,244,121,365,1.0,1125.0,13
28039798,0.9972602739726028,364,1,365,4.0,1125.0,2
28171946,0.0,0,365,365,30.0,1125.0,1
28243731,0.6684931506849315,244,121,365,1.0,1125.0,20
28384744,0.2,73,292,365,2.0,30.0,11
28635166,0.6657534246575343,243,122,365,4.0,730.0,2
28731987,0.13150684931506848,48,317,365,2.0,4.0,13
28835563,0.043835616438356165,16,349,365,1.0,1125.0,3
29432972,0.9753424657534246,356,9,365,1.0,1125.0,2
29433850,0.0,0,365,365,2.0,6.0,1
29530787,0.0684931506849315,25,340,365,2.0,300.0,5
29541041,0.20821917808219179,76,289,365,1.0,1125.0,11
29621715,0.9287671232876712,339,26,365,2.0,1125.0,16
29767400,0.873972602739726,319,46,365,3.3835616438356166,365.0,8
29878335,0.7123287671232876,260,105,365,30.0,730.0,3
29905529,0.9068493150684932,331,34,365,1.0,1125.0,36
29906542,0.9205479452054794,336,29,365,1.0,1125.0,26
29980982,0.9205479452054794,336,29,365,2.0,1125.0,8
30040039,0.5726027397260274,209,156,365,2.0,1125.0,21
30063807,0.15616438356164383,57,308,365,2.706849315068493,1125.0,5
30142663,0.9095890410958904,332,33,365,1.2876712328767124,1125.0,24
30144539,0.936986301369863,342,23,365,1.3232876712328767,1125.0,18
30192770,0.9013698630136986,329,36,365,1.2876712328767124,1125.0,32
30192991,0.9041095890410958,330,35,365,1.2876712328767124,1125.0,26
30193144,0.958904109589041,350,15,365,1.2876712328767124,1125.0,16
30308613,0.0,0,365,365,3.0,1125.0,1
30398903,0.8602739726027397,314,51,365,3.0,1125.0,16
30401303,0.049315068493150684,18,347,365,2.0,5.0,7
30420115,0.0,0,365,365,1.5726027397260274,1125.0,1
30464483,0.03561643835616438,13,352,365,3.0,14.0,5
30557879,0.0,0,365,365,6.0,1125.0,1
30702039,0.3287671232876712,120,245,365,1.0,90.0,13
30760761,0.4328767123287671,158,207,365,2.0,60.0,50
30760891,0.043835616438356165,16,349,365,1.8520547945205479,730.0,7
30818520,0.0,0,365,365,1.0,60.0,1
30880692,0.2,73,292,365,2.421917808219178,1125.0,15
31058068,0.01643835616438356,6,359,365,2.56986301369863,1125.0,5
31290151,0.29315068493150687,107,258,365,1.9972602739726026,1125.0,35
31304967,0.0,0,365,365,1.1452054794520548,30.0,1
31433074,0.7342465753424657,268,97,365,14.0,1125.0,2
31454348,0.021917808219178082,8,357,365,3.0,8.0,5
31505243,0.8684931506849315,317,48,365,2.0,1125.0,34
31554076,0.0,0,365,365,1.0,13.0,1
31791712,0.14794520547945206,54,311,365,3.3835616438356166,365.0,5
31795832,0.14520547945205478,53,312,365,1.2876712328767124,1125.0,33
31796234,0.2328767123287671,85,280,365,3.2958904109589042,1125.0,4
31946180,0.09315068493150686,34,331,365,3.0,1125.0,3
31952623,0.41643835616438357,152,213,365,4.835616438356165,40.0,7
31976664,0.9178082191780822,335,30,365,1.2876712328767124,14.0,8
31986243,0.024657534246575342,9,356,365,2.0,31.0,3
32288245,0.3643835616438356,133,232,365,1.1452054794520548,1125.0,39
32288430,0.39452054794520547,144,221,365,1.1452054794520548,10.0,29
32309352,0.07397260273972603,27,338,365,2.0,1125.0,5
32310759,0.1178082191780822,43,322,365,2.9945205479452053,30.0,21
32330644,0.24383561643835616,89,276,365,33.0,33.0,3
32349932,0.0,0,365,365,2.0,7.0,1
32351591,0.0,0,365,365,2.0,7.0,1
32471652,0.726027397260274,265,100,365,1.180821917808219,1125.0,3
32484335,0.0,0,365,365,2.0,1125.0,1
32506577,0.6794520547945205,248,117,365,2.2383561643835614,1125.0,9
32512839,0.6109589041095891,223,142,365,3.0,1125.0,21
32523240,0.0273972602739726,10,355,365,1.0,1125.0,15
32548284,0.4876712328767123,178,187,365,1.0,3.0,3
32780334,0.2191780821917808,80,285,365,2.0,1125.0,2
32835191,0.7616438356164383,278,87,365,28.0,1125.0,4
33085525,0.0684931506849315,25,340,365,2.0,1125.0,25
33111243,0.936986301369863,342,23,365,1.0,1125.0,30
33266492,0.0,0,365,365,7.0,92.0,1
33291040,0.8602739726027397,314,51,365,2.0,1125.0,32
